Facility Code,Facility Name,Type,Owner,Province,County,District,Division,Location,Sub Location,Constituency,Nearest Town,KEPH Level,Plot Number,Open 24 Hours,Open Weekends,Beds,Cots,Operational Status
17320,Entargeti Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Trans Mara West - Dikirr,Kilgoris,Olalui,Olalui,KILGORIS,Kilgoris,Level 2,,0,0,0,0,Operational
14479,Entasekera Health Centre,Health Centre,Other Faith Based,Rift Valley,Narok,Narok South,Loita,Entasekera ,Entasekera ,NAROK SOUTH,Narok,Level 3,,1,1,16,4,Operational
14469,Entasopia Health Centre,Health Centre,Ministry of Health,Rift Valley,Kajiado,Kajiado North,Magadi,Olliramatian,Entasopia,KAJIADO NORTH,Magadi,Level 3,,1,1,12,0,Operational
14470,Entiyani Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Narok North,Olokurto,Entiyani,Entiyani,NAROK NORTH,Nakuru,Level 2,,0,0,0,0,Pending Opening
14471,Entontol Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Narok North,Mau,Upper Melili,Olkinyei,NAROK NORTH,Narok ,Level 2,,0,0,4,0,Operational
17430,Enzai Afya Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Makueni,Mukaa,Kilome,kilome,kilome,KILOME,Salama,Level 2,0,1,1,0,0,Operational
15879,Enzaro Health Centre,Health Centre,Ministry of Health,Western,Vihiga,Vihiga,Vihiga,S Maragoli,Idereli,VIHIGA,Boyani,Level 3,,1,1,12,4,Operational
12011,Enziu Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi Central,Central,Endui,Katitika,MWINGI NORTH,Enziu,Level 2,,0,0,1,0,Operational
17281,Epkee Dispensary,Dispensary,Ministry of Health,Rift Valley,Elgeyo Marakwet,Keiyo South,Soy,kibargoi, epke,KEIYO SOUTH,epke,Level 2,keiyo/soy/12,0,0,0,0,Operational
14474,Equator Dispensary,Dispensary,Ministry of Health,Rift Valley,Baringo,Koibatek,Mumberes,Mumberes,Equator,ELDAMA RAVINE,Eldama Ravine,Level 2,,0,0,0,0,Operational
15880,Equator Nursing and Maternity Home,Nursing Home,Private Practice - Unspecified,Western,Vihiga,Emuhaya,Luanda,West Bunyore,Ebusikhale,EMUHAYA,Luanda,Level 3,231/232 - Ebusikhale,1,1,33,0,Operational
17916,Equity Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Eastern,Makueni,Kibwezi,Kibwezi,Kikumbulyu,Mikuyuni,KIBWEZI,Kibwezi,Level 2,162,0,1,0,0,Operational
13546,Eramba Dispensary ,Dispensary,Ministry of Health,Nyanza,Kisii,Marani,Marani,Mwagichana,Kiomoncha,KITUTU CHACHE,Kiomoncha,Level 2,,0,0,0,0,Operational
15881,Eregi Mission Health Centre,Health Centre,Other Faith Based,Western,Kakamega,Kakamega South (Ikolomani),Ikolomani  South,Eregi,Shisejeri,IKOLOMANI,Chavakali Mkt,Level 3,,1,1,18,0,Operational
12012,Eremet Dispensary,Dispensary,Ministry of Health,Eastern,Isiolo,Isiolo,Central,Ngaremara,Eremet,ISIOLO NORTH,Isiolo,Level 2,,0,0,2,0,Operational
18089,Eremit Dispensary,Dispensary,Ministry of Health,Rift Valley,Kajiado,Kajiado North,Ewuaso Kedong,Central Keekonyokie,Eremit,KAJIADO NORTH,Kiserian,Level 2,,0,0,0,0,Operational
14475,Ereteti Dispensary,Dispensary,Ministry of Health,Rift Valley,Kajiado,Isinya,Isinya,South Kikonyokie,Kisaju,KAJIADO NORTH,Birika,Level 2,,0,0,0,0,Operational
14476,Ereto Dispensary,Health Centre,Non-Governmental Organizations,Rift Valley,Narok,Narok North,Mau,Suswa,Oloikarere,NAROK NORTH,Narok ,Level 3,,0,0,12,0,Operational
13547,Eronge Health Centre,Health Centre,Christian Health Association of Kenya,Nyanza,Nyamira,Borabu,Esise,Esise,Manga/Raitigogo,NORTH MUGIRANGO,Manga,Level 3,,1,1,10,0,Operational
17925,Erreteti Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Narok South,Ololulunga,Oldoinyo Ngiro,Oldoinyo Ngiro,NAROK SOUTH,Ololulunga,Level 2,,0,0,0,0,Pending Opening
14477,Esageri Health Centre,Health Centre,Ministry of Health,Rift Valley,Baringo,Koibatek,Esageri,Lembus Kiptoim,Kiptoim,ELDAMA RAVINE,Eldama Ravine,Level 3,,1,1,10,0,Operational
13548,Esani Sub-District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Nyamira,North Masaba,Gesima,Gesima ,Nyatieno,KITUTU MASABA,Esani,Level 4,,1,1,10,0,Operational
17263,Escarpment Dispensary,Dispensary,Community,Central,Kiambu,Lari,Lari,Kirenga,Escarpment,LARI,Escarpment Shopping Centre,Level 2,,3,3,0,0,Pending Opening
15882,Eshikhuyu Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso Central,Shibuli,LURAMBI,Eshisiru Mkt,Level 2,,0,0,4,0,Operational
17217,Eshikulu Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Mumias,South Wanga,Buchifi,Buchifi,MUMIAS,Imanga,Level 2,,0,0,3,1,Operational
15883,Eshiongo Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso North,Esumeyia,LURAMBI,Ingotse Mkt,Level 2,,0,0,4,0,Operational
17133,Eshirembe Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso South,Shibeye,LURAMBI,Shibuli Market,Level 2,,0,0,0,0,Operational
16763,Eshisiru Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Western,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso Central,Eshisiru,LURAMBI,Eshisiru Mkt,Level 2,,0,0,1,0,Operational
15884,Eshisiru Maternity and Nursing Home,Nursing Home,Private Enterprise (Institution),Western,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso Central,Eshisiru,LURAMBI,Eshisiru Mkt,Level 3,,0,0,22,5,Operational
11368,Eshu Dispensary,Dispensary,Ministry of Health,Coast,Kwale,Msambweni,Msamweni,Mivumoni,Mivumoni,MSAMBWENI,Eshu Village,Level 2,,0,0,0,0,Operational
13549,Esianyi Dispensary ,Dispensary,Ministry of Health,Nyanza,Nyamira,Nyamira North,Nyamusi,Borangi,Bonyengwe Ii,NORTH MUGIRANGO,Nyambambo,Level 2,,0,0,2,0,Operational
15885,Esiarambatsi Health Centre,Health Centre,Ministry of Health,Western,Vihiga,Emuhaya,Emuhaya,North East Bunyore ,Ebunangwe ,EMUHAYA,Luanda,Level 3,,1,1,4,0,Operational
15886,Esirulo Imani Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Western,Vihiga,Emuhaya,Luanda,Central Bunyore,Esirulo,EMUHAYA,Luanda,Level 2,,0,0,2,0,Operational
15887,Esitsaba Dispensary,Dispensary,Ministry of Health,Western,Vihiga,Emuhaya,Emuhaya,Wekhomo,Ebuhando,EMUHAYA,Luanda,Level 2,E./BUNYORE/EBUSUNDI/2539,0,0,1,0,Operational
16427,Esonorua Dispensary ,Dispensary,Ministry of Health,Rift Valley,Kajiado,Kajiado North,Ewuaso Kedong,Esonorua,Esonorua,KAJIADO CENTRAL,Magadi,Level 2,,0,0,0,0,Operational
14478,Esther Memorial Nursing Home,Health Centre,Private Enterprise (Institution),Rift Valley,Nakuru,Nakuru North,Bahati,Bahati,Kiamaina,SUBUKIA,Nakuru,Level 3,,0,0,12,2,Operational
13550,Etago Sub-District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Kisii,South Gucha,Etago,Chitago,Makara,SOUTH MUGIRANGO,Etago Mkt,Level 4,,1,1,14,5,Operational
14480,Ethi Dispensary,Dispensary,Christian Health Association of Kenya,Rift Valley,Laikipia,Laikipia East,Daiga,Daiga,Ethi,LAIKIPIA EAST,Nanyuki,Level 2,,0,0,0,0,Operational
13551,Etono Health Centre,Health Centre,Ministry of Health,Nyanza,Nyamira,Nyamira North,Nyamusi,Bomwagamo,Nyagwekoa,NORTH MUGIRANGO,Nyamaiya,Level 3,,0,0,5,0,Operational
10173,Eunice Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Nyeri South,Othaya,Iriaini,Gitundu,OTHAYA,Othaya Town,Level 2,,0,0,0,0,Operational
14481,Eureka Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Rift Valley,Turkana,Turkana North,Lokichoggio,Lokichoggio,Lokichoggio,TURKANA NORTH,Lokichoggio,Level 2,,0,0,0,0,Operational
14482,Euvan Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Rift Valley,Nakuru,Nakuru North,Bahati,Bahati,Bahati,SUBUKIA,BAHATI,Level 2,,0,0,0,0,Operational
18719,Everest Dental Clinic,Medical Clinic,Private Practice - Unspecified,Eastern,Meru,Imenti North,Miriga Mieru West,Municipality,Township,NORTH IMENTI,Meru Town,Level 2,B 11/341,2,2,0,0,Operational
18046,Everest Dental Group Karatina clinic,Medical Clinic,Private Practice - Medical Specialist,Central,Nyeri,Mathira East,mathira,konyu,karatina,MATHIRA,karatina,Level 3,,0,0,0,0,Operational
14483,Ewaso Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Laikipia North,Kirimon,Loiborsoit,Ewaso,LAIKIPIA EAST,Ewaso,Level 2,,1,1,4,1,Operational
14484,Ewaso Ngiro Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Narok North,Central,Nkareta,Oleleshwa,NAROK NORTH,Narok ,Level 2,,0,0,0,0,Operational
14485,Ewaso Ngiro Health Centre,Health Centre,Other Faith Based,Rift Valley,Narok,Narok South,Osupuko,Olenkuluo ,Oldoinyo Orasha ,NAROK SOUTH,Narok,Level 3,,0,1,12,0,Operational
14486,Ewuaso Kedong Dispensary,Dispensary,Ministry of Health,Rift Valley,Kajiado,Kajiado North,Ngong,Keekonyokie Nrth,Inkiushin,KAJIADO CENTRAL,Ewuaso Shopping Centre,Level 2,,0,0,0,0,Operational
12006,Ex Lewa Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Buuri,Timau,Kisima,Buuri,NORTH IMENTI,Meru,Level 2,,0,0,0,0,Operational
13336,Excel Health Services,Medical Clinic,Private Practice - Clinical Officer,North Eastern,Garissa,Garissa,Central,Central,Central,DUJIS,Garissa,Level 2,,0,0,0,0,Operational
18054,Exodus  Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyanza,Migori,Migori,Suba East,Suna Rabuor,Kwa,MIGORI,Facility located in Opasi Market centre near Suna Rabuor,Level 2,isolated,1,1,2,2,Operational
18632,Eye Care Centre,Medical Clinic,Private Practice - Medical Specialist,Eastern,Meru,Imenti North,Miriga Mieru West,Municipality,Township,NORTH IMENTI,Meru Town,Level 2,BII/80,0,1,0,0,Operational
10174,Eye Sight Clinic,Eye Centre,Private Enterprise (Institution),Central,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Operational
18458,Eymole Health Centre,Health Centre,Ministry of Health,North Eastern,Mandera,Banisa,Banisa Division,Eymole,Eymole,MANDERA WEST,Lulis,Level 3,,3,3,0,0,Not-Operational
13338,Fafi Dispensary,Dispensary,Ministry of Health,North Eastern,Garissa,Fafi,Jarajilla,Fafi,Fafi,FAFI,Fafi,Level 2,,0,0,0,0,Operational
17592,Faith  Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Rift Valley,Kericho,Belgut,Belgut,Kapsoit,Kapsoit,BELGUT,Kapsoit,Level 2,,0,1,0,0,Operational
10175,Faith Clinic,Medical Clinic,Private Practice - Clinical Officer,Central,Kirinyaga,Kirinyaga West,Central,,,KERUGOYA/KUTUS,Kerugoya,Level 2,,0,0,0,0,Not-Operational
10176,Faith Health Services Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Murang'a,Kigumo,Kigumo,Kigumo,Kirere,KIGUMO,Kirere,Level 2,,0,0,0,0,Not-Operational
17453,Faith Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Eastern,Kitui,Mwingi Central,Central,Central,Central,MWINGI SOUTH,Mwingi Town,Level 2,238,1,1,13,3,Operational
18469,Faith Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Western,Kakamega,Lugari,Lugari,Lugari,Lugari,LUGARI,Lugari Railway Station,Level 2,Isolated plot at Lugari Railway Station,0,1,2,0,Operational
17661,Faith Medical Clinic (Igembe),Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Meru,Igembe South,Igembe South,Athiru Gaiti,Akui,IGEMBE,Kiraone Market,Level 2,36,0,0,0,0,Operational
10177,Faith Medical Clinic (Nyeri North),Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Kieni West,Kieni West,Mweiga ,,KIENI,Mweiga,Level 2,,0,0,0,0,Operational
16774,Faith Medical Clinic (Nyeri South),Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Tetu,Tetu,Tetu,Kigwandi,TETU,Kigwandi,Level 2,Plot 6 Kigwandi,0,0,0,0,Operational
14490,Faith Medical Clinic Karate,Medical Clinic,Private Practice - Nurse / Midwife,Rift Valley,Nakuru,Naivasha,,,,NAIVASHA,,Level 2,,0,0,0,0,Not-Operational
12013,Faith Nursing Home(Ikutha),Nursing Home,Private Practice - Nurse / Midwife,Eastern,Kitui,Ikutha,Ikutha,Ikutha,Maiini,KITUI SOUTH,Ikutha,Level 3,,1,1,12,2,Operational
12937,Family Care Clinic Kasarani,Dispensary,Private Enterprise (Institution),Nairobi,Nairobi,Kasarani,Kasarani,Githurai,,KASARANI,Nairobi,Level 2,,0,0,0,0,Operational
12942,Family Care Medical Centre & Maternity,Maternity Home,Non-Governmental Organizations,Nairobi,Nairobi,Langata,Lang'ata,Nairobi West,Nairobi West,LANG'ATA,Nairobi west shopping center,Level 3,,1,1,20,0,Operational
12015,Family Care Medical Centre (Meru),Medical Clinic,Non-Governmental Organizations,Eastern,Meru,Imenti North,Miriga Mieru West,Municipality,Township,NORTH IMENTI,Meru,Level 2,,0,1,0,0,Operational
13140,Family Care Medical Centre (Phoenix),Medical Clinic,Non-Governmental Organizations,Nairobi,Nairobi,Kamukunji,City Square,Central Business District,,STAREHE,Nairobi,Level 2,209/907,0,1,0,0,Operational
10178,Family Care Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Kiambu,Ruiru,Githurai,Gikumari,Gatong'ora,JUJA,Kimbo town,Level 2,4241 Ruiru East Block 2,0,1,0,0,Operational
18755,Family Dental Care (Ayany),Medical Clinic,Private Practice - Medical Specialist,Nairobi,Nairobi,Langata,Lang'ata,Sarang'ombe,Kianda,LANG'ATA,,Level 2,Kibera Drive 258,0,1,0,0,Operational
10179,Family Dental Clinic,Dental Clinic,Private Enterprise (Institution),Central,Kirinyaga,Kirinyaga Central,Central,Kerugoya,Kaguyu,KERUGOYA/KUTUS,Kerugoya,Level 2,250/270,0,0,0,0,Operational
15888,Family Health Care Clinic,Medical Clinic,Private Enterprise (Institution),Western,Kakamega,Kakamega Central (Lurambi),Municipality,Sheywe,Township,LURAMBI,Kakamege Town,Level 2,,0,0,0,0,Operational
18239,Family Health Centre(Embu),Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Embu,Embu West,Central,Municipality,Dallas/ Stadium,MANYATTA,Embu,Level 2,1112/84,0,0,0,0,Operational
10180,Family Health Clinic,Medical Clinic,Private Enterprise (Institution),Central,Nyeri,Kieni West,Kieni West,Mweiga,Mweiga,KIENI,Mweiga ,Level 2,,0,0,0,0,Operational
10181,Family Health Clinic (Nyeri South),Medical Clinic,Private Enterprise (Institution),Central,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Not-Operational
12938,Family Health Medical Dispensary,Dispensary,Non-Governmental Organizations,Nairobi,Nairobi,Dagoretti,Dagoretti,Golfcourse,,DAGORETI,Nairobi,Level 2,,0,0,0,0,Not-Operational
14492,Family Health Opition Kenya Clinic (Buret),Medical Clinic,Private Enterprise (Institution),Rift Valley,Kericho,Bureti,Roret,Kisiara,Roret,BURET,Roret,Level 2,,0,0,0,0,Operational
18217,Family Health Option of Kenya ,Medical Clinic,Non-Governmental Organizations,Nairobi,Nairobi,Kamukunji,Eastleigh North,Eastleigh North,,KAMUKUNJI,St Teresa Parish,Level 2,,0,1,0,0,Operational
16348,Family Health Options Kenya (Eldoret),Health Centre,Private Enterprise (Institution),Rift Valley,Uasin Gishu,Eldoret East,Ainapkoi,Chepkoilel,Chepkoilel,ELDORET EAST,Eldoret,Level 3,,1,1,21,7,Operational
11375,Family Health Options Kenya (FHOK) Mombasa,Dispensary,Non-Governmental Organizations,Coast,Mombasa,Mvita,Island,Mwembe Tayari,Mwembe Tayari,MVITA,Mombasa,Level 2,,0,1,0,0,Operational
13552,Family Health Options Kenya (FHOPK) Dispensary,Dispensary,Non-Governmental Organizations,Nyanza,Kisumu,Kisumu East,Winam,West Kolwa,Nyalenda A,KISUMU TOWN EAST,Kisumu,Level 2,,0,0,0,0,Operational
16756,Family Health Options Kenya Clinic,Medical Clinic,Non-Governmental Organizations,Central,Kiambu,Thika West,Thika  West,Biashara,Township,JUJA,Thika town,Level 3,,0,1,0,0,Operational
12939,Family Health Options Phoenix,Dispensary,Non-Governmental Organizations,Nairobi,Nairobi,Starehe,Central,Central Business District,,STAREHE,Nairobi,Level 2,,0,0,0,0,Operational
12940,Family Health Options Ribeiro,Dispensary,Non-Governmental Organizations,Nairobi,Nairobi,Starehe,Central,Central Business District,,STAREHE,Nairobi,Level 2,,0,0,0,0,Operational
14177,Family Healthoptions Kenya (Nakuru),Health Centre,Non-Governmental Organizations,Rift Valley,Nakuru,Nakuru,Municipality,Municipality,Viwanda,NAKURU TOWN,Nakuru Town,Level 3,,0,1,0,0,Operational
12941,Family Life Promotions and Services,Dispensary,Non-Governmental Organizations,Nairobi,Nairobi,Kamukunji,Bahati,Jerusalem,Bahati,KAMUKUNJI,"Nairobi,Jerusalem shopping centre",Level 2,,1,1,3,1,Operational
11370,Family Medical Centre (Kisauni),Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Kisauni,Kisauni,Kisauni,Frere Town,KISAUNI,Mombasa,Level 2,402 MN,1,1,0,0,Operational
11371,Family Medical Centre (Malindi),Medical Clinic,Private Practice - Clinical Officer,Coast,Kilifi,Malindi,Malindi,Watamu,Watamu,MALINDI,Watamu,Level 2,,0,0,0,0,Operational
11372,Family Medical Centre (Mombasa),Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Mvita,Island,Majengo,Majengo,MVITA,Mombasa,Level 2,,0,0,0,0,Operational
18390,Family Medical Centre (Ruai),Medical Clinic,Private Practice - General Practitioner,Nairobi,Nairobi,Njiru,Njiru,Ruai,Ruai,EMBAKASI,Ruai,Level 2,,1,1,2,2,Operational
12017,Family Medical Clinic (Machakos),Medical Clinic,Private Enterprise (Institution),Eastern,Machakos,Athi River,Athi River,Athi River,Athi River Town,KATHIANI,Athi River,Level 2,,0,0,0,0,Operational
18568,Family Medical Clinic( Mwingi Central),Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Kitui,Mwingi Central,Central,Mwingi,Mwingi,MWINGI SOUTH,Mwingi Town,Level 2,,0,1,0,0,Operational
10182,Family Planning Association Of Kenya Clinic (Nyeri),Medical Clinic,Non-Governmental Organizations,Central,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Operational
13553,Family Saver Clinic,Medical Clinic,Private Enterprise (Institution),Nyanza,Nyamira,Nyamira North,Ekerenyo,Obwari,Bokurati 1,NORTH MUGIRANGO,Ekerenyo,Level 2,,0,0,3,0,Operational
10183,Family Smiles Dental Clinic,Dental Clinic,Private Enterprise (Institution),Central,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Operational
16829,Fanaka Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Meru Central,Kibirichia Division,Ntugi,,CENTRAL IMENTI,Ntugi,Level 2,,0,0,0,0,Operational
18155,Fanaka Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Eastern,Machakos,Athi River,Athi River,,,KATHIANI,,Level 2,,3,3,0,0,Not-Operational
18617,Fathers Maternity and Health Services,Nursing Home,Private Practice - Nurse / Midwife,Central,Kiambu,Ruiru,Githurai,Kahawa Wendani,Kahawa Wendani,JUJA,Githurai 45,Level 3,B1/711 Kahawa Wendani,1,1,6,4,Operational
14493,Fatima Health Centre(Lenkism),Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Rift Valley,Kajiado,Loitoktok,Lenkism,Lenkism,Lenkism,KAJIADO SOUTH,Sultan Hamud,Level 3,,1,1,20,4,Operational
14494,Fatima Maternity Hospital,Maternity Home,Kenya Episcopal Conference-Catholic Secretariat,Rift Valley,Kajiado,Kajiado Central,Ngong,Nkaimurunya,Kware,KAJIADO CENTRAL,Ongata Rongai,Level 3,,1,1,32,0,Operational
17908,Favour Primary Health Care,Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Machakos,Athi River,Athi River,Mavoko,Mavoko,KATHIANI,Makadara,Level 2,,0,0,1,1,Operational
16211,Fayaa Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Marsabit,Marsabit,Central,Mountain,Township,SAKU,Marsabit,Level 2,,0,0,0,0,Operational
11373,Faza Hospital,Sub-District Hospital,Ministry of Health,Coast,Lamu,Lamu East,Faza,Faza,Faza,LAMU EAST,Faza,Level 4,,1,1,15,0,Operational
16392,FGC of Kenya Medical Centre,Dispensary,Other Faith Based,Rift Valley,Nakuru,Molo,Molo,Molo,Molo Town,MOLO,Molo,Level 2,,0,0,0,0,Not-Operational
14496,Fig Tree Clinic,Medical Clinic,Private Enterprise (Institution),Rift Valley,Kericho,Kericho,Ainamoi,Township,Township,AINAMOI,Kericho,Level 2,,0,0,0,0,Operational
16569,Filhia Medical Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Buuri,Buuri,Ruiri,Kamutune,NORTH IMENTI,Meru,Level 2,48/9,0,0,0,0,Operational
13341,Fincharo Dispensary,Dispensary,Ministry of Health,North Eastern,Mandera,Mandera Central,Qalanqalesa,Fincharo ,Fincharo ,MANDERA CENTRAL,Elwak,Level 2,,1,1,2,0,Operational
14497,Finlay Flowers Dispensary,Dispensary,Private Enterprise (Institution),Rift Valley,Kericho,Belgut,Belgut,Chaik,Chemogondany,BELGUT,Kericho,Level 2,,0,0,0,0,Operational
14551,Finlays  Hospital,Other Hospital,Company Medical Service,Rift Valley,Nakuru,Naivasha,Naivasha,Hells gate,Mirera,NAIVASHA,DCK Centre,Level 4,,1,1,27,4,Operational
13340,Fino Health Center,Health Centre,Ministry of Health,North Eastern,Mandera,Lafey,Fino,Fino,Fino,MANDERA EAST,Mandera,Level 3,,1,1,40,0,Operational
13554,Firmview Medical Clinic,Medical Clinic,Private Enterprise (Institution),Nyanza,Nyamira,North Masaba,Rigoma,West  Kitutu,Embaro,KITUTU MASABA,Magombo,Level 2,,0,0,6,0,Operational
18226,First Baptist Dispensary,Dispensary,Private Enterprise (Institution),Eastern,Machakos,Athi River,Athi River,Makadara,Makadara,KATHIANI,Athi River,Level 2,,0,1,0,0,Operational
14498,FITC Dispensary,Dispensary,Ministry of Health,Rift Valley,Nakuru,Nakuru,Municipality,Nakuru Town,Viwanda,NAKURU TOWN,Nakuru Town,Level 2,,0,0,0,0,Operational
12943,Flack Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nairobi,Nairobi,Makadara,South B,Nairobi South,Nairobi South,MAKADARA,South B Shopping Centre,Level 2,209/3609 Muchumbi Road South B ,0,0,0,0,Operational
14499,Flax Dispensary,Dispensary,Ministry of Health,Rift Valley,Elgeyo Marakwet,Keiyo South,Chepkorio,Kaptagat,Flax,KEIYO SOUTH,Eldoret,Level 2,,0,0,0,0,Operational
18472,Flomed med clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nairobi,Nairobi,Kasarani,Kasarani,kasarani,kasarani,KASARANI,"Thika Rd ,ICPE Rd opp kasarani police station",Level 2,,0,1,0,0,Operational
18659,Florex Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Rift Valley,Nakuru,Nakuru,Lanet,Lanet,Mwariki B,NAKURU TOWN,Near Pipeline,Level 2,,0,1,1,0,Operational
14500,Flourspar Health Centre,Health Centre,Private Enterprise (Institution),Rift Valley,Elgeyo Marakwet,Keiyo South,Soy,Chemoibon,Kimwarer,KEIYO SOUTH,Iten,Level 3,,0,0,4,1,Operational
